20150904201729;-65;0.19;3G;-107
20150904203529;-72;0.18;3G;-113
20150904204730;-72;0.18;3G;-105
20150904210239;-69;0.17;3G;-113
20150904211657;-56;0.12;3G;-113
20150904213430;-49;0.13;2G;-107
20150904214651;-127;0.16;Unknown;-127
20150904220209;-127;0.16;3G;-107
20150904221652;-127;0.14;3G;-83
20150904223215;-127;0.14;3G;-73
20150904224659;-127;0.17;3G;-103
20150904230203;-75;0.17;3G;-111
20150904231753;-80;0.16;3G;-107
20150904233154;-69;0.15;3G;-99
20150904234650;-127;0.14;3G;-111
20150905000205;-127;0.16;3G;-105
20150905001746;-127;0.14;3G;-89
20150905003247;-127;0.12;2G;-97
20150905004649;-70;0.08;3G;-113
20150905010150;-65;0.05;3G;-113
20150905011657;-65;0.06;3G;-113
20150905013315;-65;0.06;3G;-111
20150905015009;-42;0.14;3G;-109
20150905021011;-42;0.22;3G;-111
20150905021939;-42;0.25;3G;-111
20150905023149;-42;0.31;3G;-113
20150905024707;-42;0.37;3G;-113
20150905030210;-42;0.43;3G;-113
20150905031708;-42;0.47;3G;-113
20150905034226;-42;0.55;3G;-109
20150905035224;-42;0.59;3G;-109
20150905040208;-42;0.61;3G;-111
20150905041708;-42;0.65;2G;-99
20150905043803;-42;0.7;3G;-111
20150905044709;-42;0.72;3G;-109
20150905050304;-42;0.77;2G;-99
20150905051706;-42;0.82;2G;-99
20150905053528;-42;0.88;2G;-99
20150905054649;-42;0.93;2G;-101
20150905060210;-42;0.97;2G;-101
20150905061810;-42;0.99;2G;-101
20150905064241;-42;1.0;2G;-99
20150905064649;-42;1.0;2G;-99
20150905070206;-42;1.0;2G;-101
20150905072612;-42;1.0;2G;-101
20150905073806;-42;1.0;2G;-99
20150905074714;-42;1.0;3G;-113
20150905081257;-42;1.0;3G;-109
20150905081909;-42;1.0;3G;-111
20150905083208;-42;1.0;3G;-113
20150905085006;-42;1.0;3G;-111
20150905090350;-42;1.0;3G;-107
20150905091721;-42;1.0;3G;-105
20150905093206;-42;1.0;2G;-101
20150905094714;-42;1.0;3G;-111
20150905100225;-42;1.0;3G;-113
20150905102226;-42;1.0;3G;-107
20150905103155;-42;1.0;3G;-113
20150905104650;-42;1.0;2G;-99
20150905110234;-42;1.0;3G;-113
20150905111649;-87;1.0;3G;-109
20150905113206;-87;1.0;3G;-113
20150905114736;-87;1.0;3G;-111
20150905120204;-127;1.0;3G;-109
20150905121810;-85;1.0;3G;-103
20150905123156;-87;1.0;3G;-113
20150905124650;-86;1.0;3G;-109
20150905130149;-55;1.0;2G;-103
20150905131854;-55;1.0;2G;-101
20150905133205;-55;1.0;2G;-105
20150905134743;-59;1.0;2G;-101
20150905140149;-52;1.0;Unknown;-105
20150905141719;-52;1.0;Unknown;-105
20150905143226;-56;1.0;2G;-105
20150905144725;-52;1.0;Unknown;-97
20150905150149;-49;1.0;2G;-105
20150905152041;-59;1.0;Unknown;-107
20150905153227;-59;1.0;Unknown;-97
20150905154716;-55;1.0;Unknown;-109
20150905160208;-53;1.0;2G;-103
20150905161656;-127;1.0;3G;-107
20150905163154;-127;0.95;3G;-85
20150905164652;-127;0.88;3G;-105
20150905170156;-127;0.83;3G;-107
20150905171802;-57;0.81;2G;-101
20150905173321;-58;0.81;2G;-103
20150905174706;-59;0.81;2G;-101
20150905180204;-60;0.8;2G;-101
20150905181923;-127;0.78;3G;-109
20150905183207;-127;0.77;3G;-127
20150905184706;-55;0.77;2G;-103
20150905190151;-63;0.76;3G;-113
20150905191714;-54;0.73;3G;-113
20150905193205;-59;0.67;3G;-113
20150905194728;-49;0.67;Unknown;-111
20150905200238;-47;0.7;2G;-107
20150905201654;-127;0.66;Unknown;-107
20150905203211;-127;0.63;3G;-85
20150905204650;-127;0.59;3G;-127
20150905210212;-82;0.57;3G;-111
20150905212013;-70;0.57;3G;-109
20150905213436;-70;0.57;2G;-103
20150905214701;-69;0.56;3G;-105
20150905220216;-68;0.56;3G;-107
20150905221753;-67;0.55;3G;-113
20150905223335;-64;0.54;3G;-95
20150905224708;-127;0.51;3G;-107
20150905230226;-86;0.46;3G;-63
20150905231659;-127;0.47;3G;-67
20150905233235;-127;0.52;3G;-77
20150905234652;-127;0.54;3G;-87
20150906000314;-127;0.53;3G;-93
20150906001724;-127;0.52;3G;-81
20150906003150;-127;0.5;3G;-55
20150906004745;-127;0.48;3G;-51
20150906010149;-127;0.47;3G;-73
20150906012119;-127;0.46;Unknown;-127
20150906013220;-127;0.45;Unknown;-127
20150906014710;-127;0.44;3G;-103
20150906020226;-127;0.41;3G;-85
20150906021749;-127;0.39;3G;-85
20150906023220;-127;0.38;3G;-95
20150906024722;-84;0.31;3G;-95
20150906030225;-127;0.25;3G;-83
20150906031745;-127;0.22;3G;-87
20150906033149;-127;0.19;3G;-63
20150906034657;-127;0.19;3G;-93
20150906040219;-127;0.19;3G;-101
20150906041649;-127;0.18;3G;-83
20150906043252;-127;0.15;3G;-73
20150906044653;-127;0.14;3G;-87
20150906050201;-127;0.14;3G;-87
20150906051658;-88;0.18;3G;-105
20150906053220;-88;0.25;3G;-107
20150906054814;-88;0.33;3G;-113
20150906060149;-88;0.39;3G;-105
20150906062128;-88;0.48;3G;-105
20150906063218;-88;0.52;3G;-105
20150906064649;-88;0.58;3G;-109
20150906070209;-88;0.64;3G;-105
20150906071939;-88;0.7;3G;-111
20150906073243;-88;0.74;3G;-107
20150906074858;-88;0.78;3G;-113
20150906080226;-88;0.83;3G;-109
20150906081649;-88;0.89;3G;-107
20150906083244;-88;0.96;3G;-113
20150906084705;-88;0.99;3G;-109
20150906090216;-88;1.0;3G;-111
20150906091649;-66;1.0;Unknown;-127
20150906093149;-73;1.0;3G;-109
20150906094723;-69;0.98;Unknown;-127
20150906100151;-65;0.95;3G;-111
20150906101656;-58;0.94;3G;-105
20150906103205;-72;0.92;3G;-101
20150906104652;-63;0.9;3G;-103
20150906110209;-59;0.91;3G;-109
20150906111709;-127;0.91;3G;-81
20150906113343;-127;0.89;3G;-75
20150906114701;-127;0.86;3G;-83
20150906120158;-127;0.85;3G;-85
20150906121738;-127;0.85;3G;-91
20150906123208;-127;0.83;3G;-105
20150906124703;-127;0.81;3G;-109
20150906130238;-127;0.79;3G;-91
20150906131654;-127;0.73;3G;-101
20150906133241;-127;0.68;3G;-127
20150906134712;-127;0.63;3G;-111
20150906140152;-127;0.61;3G;-103
20150906141719;-127;0.57;3G;-107
20150906143232;-127;0.5;3G;-105
20150906144651;-127;0.46;3G;-109
20150906150151;-127;0.42;3G;-127
20150906151649;-127;0.36;3G;-99
20150906153216;-127;0.31;3G;-113
20150906154652;-127;0.27;3G;-127
20150906160200;-127;0.24;3G;-109
20150906161707;-127;0.22;3G;-97
20150906163207;-127;0.19;3G;-113
20150906164649;-127;0.15;3G;-107
20150906170156;-127;0.13;3G;-113
20150906171706;-127;0.12;3G;-99
20150906173221;-127;0.11;2G;-87
20150906174649;-127;0.09;3G;-127
20150906180230;-127;0.08;2G;-91
20150906181657;-127;0.05;3G;-101
20150906183243;-127;0.06;3G;-113
20150906184653;-127;0.08;2G;-85
20150906190239;-68;0.12;Unknown;-127
20150906191653;-74;0.11;3G;-111
20150906193151;-74;0.1;3G;-107
20150906194939;-74;0.1;3G;-107
20150906200710;-74;0.1;3G;-105
20150906201726;-74;0.1;3G;-109
20150906203345;-74;0.08;3G;-109
20150906204957;-74;0.08;3G;-107
20150906210154;-74;0.08;3G;-105
20150906211856;-74;0.08;3G;-105
20150906213149;-74;0.08;3G;-105
20150906214801;-74;0.07;3G;-111
20150906220227;-74;0.07;3G;-111
20150906221957;-74;0.07;3G;-109
20150906223201;-74;0.06;2G;-105
20150906224701;-74;0.06;Unknown;-107
20150906230202;-60;0.02;Unknown;-107
20150906231945;-37;0.07;Unknown;-105
20150906232107;-32;0.06;Unknown;-93
20150906233459;-36;0.11;2G;-105
20150906235109;-36;0.14;2G;-105
